"method","line","severity","representativity","quality","intervention","cdi"
"io.kubernetes.client.openapi.models.V1VolumeAttachmentSource.equals(Object o)",109,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1VolumeDevice.equals(Object o)",108,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1VolumeError.equals(Object o)",109,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1WatchEvent.equals(Object o)",108,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1WebhookConversion.equals(Object o)",119,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1WeightedPodAffinityTerm.equals(Object o)",109,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V2ExternalMetricSource.equals(Object o)",110,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V2ExternalMetricStatus.equals(Object o)",110,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V2HorizontalPodAutoscalerBehavior.equals(Object o)",109,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V2MetricIdentifier.equals(Object o)",109,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V2PodsMetricSource.equals(Object o)",110,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V2PodsMetricStatus.equals(Object o)",110,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V2ResourceMetricSource.equals(Object o)",109,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V2ResourceMetricStatus.equals(Object o)",109,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1AggregationRule.equals(Object o)",94,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1alpha1IPAddressSpec.equals(Object o)",84,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1alpha1SelfSubjectReviewStatus.equals(Object o)",84,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1alpha1TypeChecking.equals(Object o)",94,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1alpha2PodSchedulingContextStatus.equals(Object o)",94,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1APIServiceStatus.equals(Object o)",94,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1beta1SelfSubjectReviewStatus.equals(Object o)",84,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1beta1TypeChecking.equals(Object o)",94,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1beta2FlowDistinguisherMethod.equals(Object o)",83,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1beta2FlowSchemaStatus.equals(Object o)",94,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1beta2GroupSubject.equals(Object o)",83,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1beta2PriorityLevelConfigurationReference.equals(Object o)",83,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1beta2PriorityLevelConfigurationStatus.equals(Object o)",94,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1beta2UserSubject.equals(Object o)",83,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1beta3FlowDistinguisherMethod.equals(Object o)",83,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1beta3FlowSchemaStatus.equals(Object o)",94,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1beta3GroupSubject.equals(Object o)",83,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1beta3PriorityLevelConfigurationReference.equals(Object o)",83,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1beta3PriorityLevelConfigurationStatus.equals(Object o)",94,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1beta3UserSubject.equals(Object o)",83,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1ClientIPConfig.equals(Object o)",83,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1ContainerStateRunning.equals(Object o)",84,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1CSINodeSpec.equals(Object o)",94,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1CustomResourceValidation.equals(Object o)",84,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1DaemonEndpoint.equals(Object o)",83,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1DownwardAPIProjection.equals(Object o)",94,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1EndpointHints.equals(Object o)",94,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1EphemeralVolumeSource.equals(Object o)",84,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1ExecAction.equals(Object o)",93,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1ForZone.equals(Object o)",83,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1HostIP.equals(Object o)",83,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1HTTPIngressRuleValue.equals(Object o)",94,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1IngressLoadBalancerStatus.equals(Object o)",94,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1IngressStatus.equals(Object o)",84,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1LimitRangeSpec.equals(Object o)",94,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1LoadBalancerStatus.equals(Object o)",94,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1LocalObjectReference.equals(Object o)",83,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1NamespaceSpec.equals(Object o)",93,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1NodeConfigSource.equals(Object o)",84,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1NodeDaemonEndpoints.equals(Object o)",84,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1NodeSelector.equals(Object o)",94,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1Overhead.equals(Object o)",94,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1PodFailurePolicy.equals(Object o)",94,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1PodIP.equals(Object o)",83,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1PodOS.equals(Object o)",83,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1PodReadinessGate.equals(Object o)",83,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1PodSchedulingGate.equals(Object o)",83,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1ResourceClaim.equals(Object o)",83,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1ScaleSpec.equals(Object o)",83,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1ScopeSelector.equals(Object o)",94,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1SelfSubjectReviewStatus.equals(Object o)",84,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1SelfSubjectRulesReviewSpec.equals(Object o)",83,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1SessionAffinityConfig.equals(Object o)",84,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1StatefulSetOrdinals.equals(Object o)",83,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1TopologySelectorTerm.equals(Object o)",94,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1VolumeNodeAffinity.equals(Object o)",84,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1VolumeNodeResources.equals(Object o)",83,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.custom.BaseExponent.equals(Object o)",44,"1,096","1,000","2,204","1,220","1,615"
"io.kubernetes.client.openapi.models.V1JSONSchemaProps.toString()",1312,"1,188","1,000","1,380","1,659","1,600"
"io.kubernetes.client.openapi.models.V1PodSpec.toString()",1211,"1,165","1,000","1,380","1,659","1,568"
"io.kubernetes.client.openapi.models.V1PersistentVolumeSpec.toString()",907,"1,123","1,000","1,380","1,659","1,512"
"io.kubernetes.client.openapi.models.V1Volume.toString()",883,"1,123","1,000","1,380","1,659","1,512"
"io.kubernetes.client.openapi.ApiClient.executeAsync(Call call, final Type returnType, final ApiCallback<T> callback)",1047,"1,105","1,000","1,380","1,659","1,487"
"io.kubernetes.client.openapi.models.V1EphemeralContainer.toString()",800,"1,100","1,000","1,380","1,659","1,481"
"io.kubernetes.client.openapi.apis.AppsV1Api.deleteCollectionNamespacedControllerRevisionValidateBeforeCall(String namespace, String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",1379,"1,096","1,000","1,000","1,000","1,096"
"io.kubernetes.client.openapi.apis.AppsV1Api.deleteCollectionNamespacedDaemonSetValidateBeforeCall(String namespace, String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",1745,"1,096","1,000","1,000","1,000","1,096"
"io.kubernetes.client.openapi.apis.AppsV1Api.deleteCollectionNamespacedDeploymentValidateBeforeCall(String namespace, String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",2111,"1,096","1,000","1,000","1,000","1,096"
"io.kubernetes.client.openapi.apis.AppsV1Api.deleteCollectionNamespacedReplicaSetValidateBeforeCall(String namespace, String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",2477,"1,096","1,000","1,000","1,000","1,096"
"io.kubernetes.client.openapi.apis.AppsV1Api.deleteCollectionNamespacedStatefulSetValidateBeforeCall(String namespace, String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",2843,"1,096","1,000","1,000","1,000","1,096"
"io.kubernetes.client.openapi.apis.AutoscalingV1Api.deleteCollectionNamespacedHorizontalPodAutoscalerValidateBeforeCall(String namespace, String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",418,"1,096","1,000","1,000","1,000","1,096"
"io.kubernetes.client.openapi.apis.AutoscalingV2Api.deleteCollectionNamespacedHorizontalPodAutoscalerValidateBeforeCall(String namespace, String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",418,"1,096","1,000","1,000","1,000","1,096"
"io.kubernetes.client.openapi.apis.BatchV1Api.deleteCollectionNamespacedCronJobValidateBeforeCall(String namespace, String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",658,"1,096","1,000","1,000","1,000","1,096"
"io.kubernetes.client.openapi.apis.BatchV1Api.deleteCollectionNamespacedJobValidateBeforeCall(String namespace, String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",1024,"1,096","1,000","1,000","1,000","1,096"
"io.kubernetes.client.openapi.apis.CoordinationV1Api.deleteCollectionNamespacedLeaseValidateBeforeCall(String namespace, String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",418,"1,096","1,000","1,000","1,000","1,096"
"io.kubernetes.client.openapi.apis.CoreV1Api.deleteCollectionNamespacedConfigMapValidateBeforeCall(String namespace, String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",13757,"1,096","1,000","1,000","1,000","1,096"
"io.kubernetes.client.openapi.apis.CoreV1Api.deleteCollectionNamespacedEndpointsValidateBeforeCall(String namespace, String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",14123,"1,096","1,000","1,000","1,000","1,096"
"io.kubernetes.client.openapi.apis.CoreV1Api.deleteCollectionNamespacedEventValidateBeforeCall(String namespace, String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",14489,"1,096","1,000","1,000","1,000","1,096"
"io.kubernetes.client.openapi.apis.CoreV1Api.deleteCollectionNamespacedLimitRangeValidateBeforeCall(String namespace, String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",14855,"1,096","1,000","1,000","1,000","1,096"
"io.kubernetes.client.openapi.apis.CoreV1Api.deleteCollectionNamespacedPersistentVolumeClaimValidateBeforeCall(String namespace, String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",15221,"1,096","1,000","1,000","1,000","1,096"
"io.kubernetes.client.openapi.apis.CoreV1Api.deleteCollectionNamespacedPodValidateBeforeCall(String namespace, String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",15587,"1,096","1,000","1,000","1,000","1,096"
"io.kubernetes.client.openapi.apis.CoreV1Api.deleteCollectionNamespacedPodTemplateValidateBeforeCall(String namespace, String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",15953,"1,096","1,000","1,000","1,000","1,096"
