"method","line","smell","quality"
"io.kubernetes.client.openapi.models.V1CertificateSigningRequestCondition.validateJsonObject(JsonObject jsonObj)",276,"Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.models.V1ComponentCondition.validateJsonObject(JsonObject jsonObj)",219,"Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.models.V1ComponentCondition.validateJsonObject(JsonObject jsonObj)",219,"Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.models.V1CSIDriver.validateJsonObject(JsonObject jsonObj)",220,"Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.models.V1CSIDriver.validateJsonObject(JsonObject jsonObj)",220,"Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.models.V1CSINode.validateJsonObject(JsonObject jsonObj)",220,"Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.models.V1CSINode.validateJsonObject(JsonObject jsonObj)",220,"Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.models.V1CustomResourceDefinitionCondition.validateJsonObject(JsonObject jsonObj)",248,"Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.models.V1CustomResourceDefinitionCondition.validateJsonObject(JsonObject jsonObj)",248,"Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.models.V1DaemonSetCondition.validateJsonObject(JsonObject jsonObj)",248,"Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.models.V1DaemonSetCondition.validateJsonObject(JsonObject jsonObj)",248,"Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.models.V1DeploymentCondition.validateJsonObject(JsonObject jsonObj)",276,"Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.models.V1DeploymentCondition.validateJsonObject(JsonObject jsonObj)",276,"Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.models.V1JobCondition.validateJsonObject(JsonObject jsonObj)",276,"Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.models.V1JobCondition.validateJsonObject(JsonObject jsonObj)",276,"Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.models.V1NamespaceCondition.validateJsonObject(JsonObject jsonObj)",248,"Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.models.V1NamespaceCondition.validateJsonObject(JsonObject jsonObj)",248,"Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.models.V1NodeCondition.validateJsonObject(JsonObject jsonObj)",276,"Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.models.V1NodeCondition.validateJsonObject(JsonObject jsonObj)",276,"Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.models.V1PersistentVolumeClaimCondition.validateJsonObject(JsonObject jsonObj)",276,"Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.models.V1PersistentVolumeClaimCondition.validateJsonObject(JsonObject jsonObj)",276,"Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.models.V1PodCondition.validateJsonObject(JsonObject jsonObj)",276,"Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.models.V1PodCondition.validateJsonObject(JsonObject jsonObj)",276,"Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.models.V1ReplicaSetCondition.validateJsonObject(JsonObject jsonObj)",248,"Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.models.V1ReplicaSetCondition.validateJsonObject(JsonObject jsonObj)",248,"Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.models.V1ReplicationControllerCondition.validateJsonObject(JsonObject jsonObj)",248,"Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.models.V1ReplicationControllerCondition.validateJsonObject(JsonObject jsonObj)",248,"Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.models.V1StatefulSetCondition.validateJsonObject(JsonObject jsonObj)",248,"Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.models.V1StatefulSetCondition.validateJsonObject(JsonObject jsonObj)",248,"Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.models.V1Subject.validateJsonObject(JsonObject jsonObj)",219,"Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.models.V1Subject.validateJsonObject(JsonObject jsonObj)",219,"Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.models.V1TypedObjectReference.validateJsonObject(JsonObject jsonObj)",219,"Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.models.V1TypedObjectReference.validateJsonObject(JsonObject jsonObj)",219,"Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.models.V2HorizontalPodAutoscalerCondition.validateJsonObject(JsonObject jsonObj)",248,"Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.models.V2HorizontalPodAutoscalerCondition.validateJsonObject(JsonObject jsonObj)",248,"Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.models.V1alpha1ClusterCIDRSpec.validateJsonObject(JsonObject jsonObj)",219,"Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.models.V1alpha1ClusterCIDRSpec.validateJsonObject(JsonObject jsonObj)",219,"Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.models.V1APIServiceSpec.validateJsonObject(JsonObject jsonObj)",304,"Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.models.V1APIServiceSpec.validateJsonObject(JsonObject jsonObj)",304,"Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.models.V1ControllerRevision.validateJsonObject(JsonObject jsonObj)",247,"Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.models.V1ControllerRevision.validateJsonObject(JsonObject jsonObj)",247,"Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.models.V1alpha1ClusterCIDR.validateJsonObject(JsonObject jsonObj)",219,"Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.models.V1alpha1ClusterCIDR.validateJsonObject(JsonObject jsonObj)",219,"Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.models.V1alpha1IPAddress.validateJsonObject(JsonObject jsonObj)",219,"Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.models.V1alpha1IPAddress.validateJsonObject(JsonObject jsonObj)",219,"Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.models.V1alpha1SelfSubjectReview.validateJsonObject(JsonObject jsonObj)",219,"Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.models.V1alpha1SelfSubjectReview.validateJsonObject(JsonObject jsonObj)",219,"Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.models.V1alpha1ServerStorageVersion.validateJsonObject(JsonObject jsonObj)",235,"Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.models.V1alpha1ServerStorageVersion.validateJsonObject(JsonObject jsonObj)",235,"Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.models.V1alpha1ValidatingAdmissionPolicyBinding.validateJsonObject(JsonObject jsonObj)",219,"Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.models.V1alpha1ValidatingAdmissionPolicyBinding.validateJsonObject(JsonObject jsonObj)",219,"Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.models.V1beta1SelfSubjectReview.validateJsonObject(JsonObject jsonObj)",219,"Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.models.V1beta1SelfSubjectReview.validateJsonObject(JsonObject jsonObj)",219,"Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.models.V1beta1ValidatingAdmissionPolicyBinding.validateJsonObject(JsonObject jsonObj)",219,"Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.models.V1beta1ValidatingAdmissionPolicyBinding.validateJsonObject(JsonObject jsonObj)",219,"Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.models.V1Eviction.validateJsonObject(JsonObject jsonObj)",219,"Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.models.V1Eviction.validateJsonObject(JsonObject jsonObj)",219,"Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.models.V1IngressClass.validateJsonObject(JsonObject jsonObj)",219,"Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.models.V1IngressClass.validateJsonObject(JsonObject jsonObj)",219,"Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.models.V1Lease.validateJsonObject(JsonObject jsonObj)",219,"Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.models.V1Lease.validateJsonObject(JsonObject jsonObj)",219,"Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.models.V1LimitRange.validateJsonObject(JsonObject jsonObj)",219,"Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.models.V1LimitRange.validateJsonObject(JsonObject jsonObj)",219,"Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.models.V1NetworkPolicy.validateJsonObject(JsonObject jsonObj)",219,"Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.models.V1NetworkPolicy.validateJsonObject(JsonObject jsonObj)",219,"Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.models.V1PodTemplate.validateJsonObject(JsonObject jsonObj)",219,"Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.models.V1PodTemplate.validateJsonObject(JsonObject jsonObj)",219,"Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.models.V1SelfSubjectReview.validateJsonObject(JsonObject jsonObj)",219,"Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.models.V1SelfSubjectReview.validateJsonObject(JsonObject jsonObj)",219,"Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.models.V1beta2FlowSchemaSpec.validateJsonObject(JsonObject jsonObj)",231,"Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.models.V1beta2FlowSchemaSpec.validateJsonObject(JsonObject jsonObj)",231,"Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.models.V1beta3FlowSchemaSpec.validateJsonObject(JsonObject jsonObj)",231,"Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.models.V1beta3FlowSchemaSpec.validateJsonObject(JsonObject jsonObj)",231,"Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.models.V2HorizontalPodAutoscalerSpec.validateJsonObject(JsonObject jsonObj)",260,"Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.models.V2HorizontalPodAutoscalerSpec.validateJsonObject(JsonObject jsonObj)",260,"Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.models.V1CustomResourceDefinitionStatus.validateJsonObject(JsonObject jsonObj)",209,"Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.models.V1CustomResourceDefinitionStatus.validateJsonObject(JsonObject jsonObj)",209,"Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.models.V1PodDNSConfig.validateJsonObject(JsonObject jsonObj)",216,"Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.models.V1PodDNSConfig.validateJsonObject(JsonObject jsonObj)",216,"Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.models.V1SubjectRulesReviewStatus.validateJsonObject(JsonObject jsonObj)",240,"Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.models.V1SubjectRulesReviewStatus.validateJsonObject(JsonObject jsonObj)",240,"Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.models.V1beta2Subject.validateJsonObject(JsonObject jsonObj)",221,"Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.models.V1beta2Subject.validateJsonObject(JsonObject jsonObj)",221,"Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.models.V1beta3Subject.validateJsonObject(JsonObject jsonObj)",221,"Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.models.V1beta3Subject.validateJsonObject(JsonObject jsonObj)",221,"Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.models.V1PodAffinityTerm.validateJsonObject(JsonObject jsonObj)",229,"Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.models.V1PodAffinityTerm.validateJsonObject(JsonObject jsonObj)",229,"Complex Method","Maintainability, Understandability, Complexity"
